PosScore,NegScore,SynsetTermsSplitted,বঙ্গানুবাদ
0,0,canada lily,কানাডা কমল
0,0,canada thistle,কানাডা কাঁটাগাছ
0,0,canada jay,কানাডা জে
0,0,canada balsam,কানাডা পুষ্পতরুবিশেষ
0,0,canada wild rye,কানাডা বন্য রাইয়ের
0,0,canada plum,কানাডা বরই
0,0,canada violet,কানাডা বেগুনি
0,0,canada garlic,কানাডা রসুন
0,0,canada porcupine,কানাডা শজারু
0,0,canada anemone,কানাডা সপ্তাহের দিন
0,0,canada goose,কানাডা হংসী
0,0,canadian dollar,কানাডার ডলার
0,0,canadian,কানাডিয়ান
0,0,canadian shield,কানাডিয়ান ঢাল
0,0,canadian river,কানাডিয়ান নদী
0,0,canadian security intelligence service,কানাডিয়ান নিরাপত্তা গোয়েন্দা সংস্থার
0,0,canadian pondweed,কানাডিয়ান পুকুরের আগাছা
0,0,canadian province,কানাডিয়ান প্রদেশের
0,0,canadian bacon,কানাডিয়ান বেকন
0,0,canadian capital,কানাডিয়ান রাজধানী
0,0,canadian red pine,কানাডিয়ান লাল পাইন
0,0,canadian maritime provinces,কানাডিয়ান সামুদ্রিক প্রদেশে
0,0,canadian goose,কানাডিয়ান হংসী
0,0,canadian hemlock,কানাডিয়ান হেমলক
0,0,amply,কানায় কানায়
0.25,0.25,cunningham,কানিংহাম
0.375,0.125,tinnitus,কানে ভোঁ ভোঁ শব্দ
0,0,connecticut,কানেকটিকাট
0,0,connecticut river,কানেকটিকাট নদী
0,0,auricular,কানে-কানে
0,0,auricular appendage,কানে-কানে উপাঙ্গ
0,0,auricular artery,কানে-কানে ধমনী
0,0,auricular appendix,কানে-কানে পরিশিষ্ট
0,0,auricular point,কানে-কানে বিন্দু
0,0,auricular vein,কানে-কানে শিরা
0,0,kahn,কানের
0,0,earwax,কানের খইল
0,0,earache,কানের ব্যথা
0,0,ear-like,কানের মত
0,0,cerumen,কানের ময়লা
0,0,earlap,কানের লতি
0,0,lappet moth,কানের লতি মথ
0,0,lappet caterpillar,কানের লতি শুঁয়োপোকা
0,0,ear-shell,কানের শেল
0,0,auscultation,কানের সাহায্যে হৃদ্পরীক্ষা
0.125,0,cunt,কান্ট
0,0,aesthetical,কান্তিবিদ্যাসম্বন্ধীয়
0,0,kandahar,কান্দাহার
0,0.5,cry,কান্না
0.5,0.25,rallying cry,কান্নাকাটি
0,0,cup,কাপ
0,0,cup and saucer,কাপ এবং পিরিচ
0,0,cup tie,কাপ টাই
0,0,drain the cup,কাপ ড্রেন
0,0,cup morel,কাপ মোরেল
0,0,cup hook,কাপ হুক
0,0,cupcake,কাপকেকের
0.125,0,cloth,কাপড়
0,0,clothes tree,কাপড় গাছ
0.125,0,disrobe,কাপড় ছাড়া
0.125,0,cloth cap,কাপড় টুপি
0,0,cloth covering,কাপড় ঢেকে
0,0,clothes hamper,কাপড় ব্যাহত
0,0,tenter,কাপড় মেলার জন্য কাঠাম
0,0,duds,কাপড়চোপড়
0,0,cheviot,কাপড়বিশেষ
0,0.25,clothes closet,কাপড়রের আলমারী
0,0,tammy,কাপড়ের চালনি
0,0,kaplan group,কাপলান গ্রুপ
0,0,cappuccino,কাপাচিনো
0.125,0.5,dastardly,কাপুধ়ষোচিত
0,0.75,dastard,কাপুরূষ
0,0,capo,কাপো
0,0,kappa,কাপ্পা
0,0,winding-sheet,কাফন
0,0,caravan inn,কাফেলা সরাইখানা
0,0,kaaba,কাবা
0,0,barbecue,কাবাব
0,0,steakhouse,কাবাব ঘর
0,0,barbecue pit,কাবাব পিট
0,0,cubeb,কাবাবচিনি
0,0,cubeb vine,কাবাবচিনি আঙ্গুরলতা
0,0,cubeb cigarette,কাবাবচিনি সিগারেট
0.5,0.125,kabbalistic,কাবাল্লাহ্গতভাবে
0,0,kabul,কাবুল
0,0,kabbala,কাব্বালা
0,0,kabbalah,কাব্বালার
0,0,idyl,কাব্য
0,0,helicon,কাব্য-প্রেরণা
0,0,poetic rhythm,কাব্যিক তাল
0.125,0.375,poetic justice,কাব্যিক বিবেচনা
0,0,poetic license,কাব্যিক লাইসেন্স
0.25,0,poetically,কাব্যিকভাবে
0,0,canto,কাব্যের সর্গ
0,0,cover letter,কাভার লেটার
0,0,coventry,কাভেন্ত্রী
0,0,kamchatka peninsula,কামচাটকা উপদ্বীপে
0,0,bite plate,কামড় প্লেট
0,0.25,teething,কামড়ানো
0,0,teething ring,কামড়ানো রিং
0.125,0,eroticism,কামদ
0.375,0,kama,কামদেব
0,0,cupid's bow,কামদেবের তীর
0.125,0.375,wish,কামনা
0.625,0,appetent,কামনাপূর্ণ
0.25,0.125,nymphomaniac,কামবাইগ্রস্ত স্ত্রীলোক
0.5,0.125,sex-starved,কামবিরহিত
0,0,apartment,কামরা
0,0,wagon wheel,কামরা চাকা
0,0,wagon tire,কামরা টায়রা
0,0,wagon train,কামরা ট্রেন
0.375,0,averrhoa carambola,কামরাঙা
0,0,roomily,কামরাযুক্ত
0,0,icterus,কামলা
0,0.625,concupiscent,কামলালসাপূর্ণ
0,0,lasciviousness,কামলোলুপতা
0,0,libido,কামশক্তি
0,0,erogenous zone,কামস্থান
0.125,0,horney,কামাতুর
0,0,cannon,কামান
0,0,cannon cracker,কামান ক্র্যাকার
0,0,cannon ball,কামান বল
0,0,cannon bone,কামান হাড়
0,0,cannonade,কামান-আক্রমণ
0,0,gunboat,কামান-বাহী পোত
0.125,0,bombshell,কামানের গোলা
0,0,gunshot,কামানের পাল্লা
0.375,0,equanimity,কামাবশায়িতা
0.125,0,blacksmith,কামার
0.75,0,amorous,কামার্ত
0,0,high point,কামাল
0,0,kemal ataturk,কামাল আতাতুর্ক
0,0,kemal pasha,কামাল পাশা
0,0,kamikaze,কামিকাযি
0,0,kameez,কামিজ
0,0,shirtsleeve,কামিজের আস্তিন
0,0,camus,কামু
0,0,libertine,কামুক
0,0.625,concupiscence,কামুকতা
0,0,camembert,কামেমবারট পনির
0.625,0,love-philtre,কামোদক
0.375,0.125,aphrodisiac,কামোদ্দীপক
0,0,shudder,কাম্পনি
0,0,dodder,কাম্পা
0,0,percuss,কাম্পান
0,0,kampala,কাম্পালা
0,0,kamba,কাম্বা
0,0,cambodia,কাম্বোজ
0.5,0,desirable,কাম্য
0.625,0,desirableness,কাম্যতা
0.625,0.125,la-di-da,কায়দাবাজ
0.5,0,heartily,কায়মনোবাক্যে
0,0,cairo,কায়রো
0,0,kaiser wilhelm,কায়সার উইলহেম
0,0,kaiser bill,কায়সার বিল
0,0,kaiser roll,কায়সার রোল
0,0,kayak,কায়াক
0,0,manual labor,কায়িক শ্রম
0,0,qadi,কাযী
0,0,qaeda,কায়েদা
0,0,vested interest,কায়েমি স্বার্থ
0.125,0,vested,কায়েমী
0,0,superscription,কার নাম
0,0,car racing,কার রেসিং
0,0,millwright,কারখানা নির্মাতা
0,0,cartier,কারটিয়ের
0,0,cause,কারণ
0,0,reason out,কারণ খুঁজে বের করতে
0,0.25,bottomed,কারণগত
0,0,causality,কারণতা
0.625,0,reasonably,কারণপূর্ণভাবে
0.25,0.375,uncaused,কারণবিহীন
0,0,causeless,কারণহীন
0,0.5,causal,কারণিক
0,0,due,কারণে
0,0,due north,কারণে উত্তর
0,0.5,iritis,কারণে চোখের আইরিস প্রদাহসহ
0,0.625,due west,কারণে পশ্চিমে
0,0,be due,কারণে হতে
0,0.625,carpathian mountains,কারপাথিয়ান পর্বতমালা
0,0.625,carpal tunnel syndrome,কারপাল ট্যানেল সিন্ড্রম
0,0.625,carpal tunnel,কারপাল সুড়ঙ্গ
0,0,carbon,কারবন
0,0,carbide,কারবাইড
0,0.25,stone curlew,কারবানক
0,0,vocation,কারবার
0,0,bargaining,কারবারী
0,0,bargaining chip,কারবারী চিপ
0,0,karbala,কারবালার
0,0,carmichael,কারমাইকেল
0,0,rachel carson,কারসনের
0,0.375,kara kum,কারা কুম
0,0,kara sea,কারা সমুদ্র
0,0,karaoke,কারাওকে
0,0,prison cell,কারাকক্ষ
0,0,alphanumerics,কারাকাস
0,0,karakoram,কারাকোরাম
0,0,karakoram range,কারাকোরাম রেঞ্জ
0,0,penitentiary,কারাগার
0,0,prison chaplain,কারাগার কোন প্রতিষ্ঠানের যাজক
0,0,prison camp,কারাগার ক্যাম্প
0,0,prison guard,কারাগার প্রহরী
0,0,prison term,কারাগার শব্দটি
0,0,karate,কারাতে
0,0,turnkey,কারাপরিদর্শক
0,0,penology,কারাপালন
0,0,jailbird,কারাবাসী
0,0,yardbird parker,কারাবাসী পার্কার
0,0,discharged,কারামুক্ত
0,0,put behind bars,কারারুদ্ধ করা
0.375,0,incarcerate,কারারূদ্ধ করা
0,0,durance,কারারোধ
0,0,curry,কারি
0,0,curry sauce,কারি সস
0,0,carioca,কারিওকা
0.125,0,vocational school,কারিগরি স্কুল
0,0.5,currishly,কারিশলি
0,0,cosa nostra,কারী মনে হয় মাফিয়াকে
0.125,0,artistry,কারুকার্য
0,0,arras,কারুকার্যময় পরদাবিশেষ যাহা সচরাচর দেয়ালের উপর ঝুলাইয়া দেত্তয়া হয়
0,0.75,unoriginal,কারুর কনটেন্ট কপি
0,0,karen,কারেন
0,0,karen horney,কারেন কামাতুর
0,0,karelian,কারেলিয়ান
0,0.125,somebody,কারো
0.375,0,pull someone's leg,কারো পা ধরে টানো
0,0,make up one's mind,কারো মনস্থির করা
0,0,cargo ship,কার্গো জাহাজ
0,0,cart,কার্ট
0,0,kurt godel,কার্ট গোডেলের
0,0,cart track,কার্ট ট্র্যাক
0,0,cart away,কার্ট দূরে
0,0,kurt vonnegut,কার্ট ভনেগাট তাঁর রচিত
0,0,cartwright,কার্টরাইট
0,0.5,curtly,কার্টলি
0,0,carter administration,কার্টার প্রশাসন
0,0,carting,কার্টিং
0,0,cartesian,কার্টিজিয়ান
0,0,cartesian product,কার্টিজিয়ান পণ্য
0,0,cartesian plane,কার্টিজিয়ান সমতল
0,0,cartesian coordinate,কার্টিজিয়ান স্থানাঙ্ক
0,0,cartesian coordinate system,কার্টিজিয়ান স্থানাঙ্ক ব্যবস্থা
0,0.5,curtis,কার্টিস
0,0,cartoon,কার্টুন
0,0,cartoon strip,কার্টুন ফালা
0,0,cartel,কার্টেল
0,0,card,কার্ড
0,0,card-house,কার্ড আভ্যন্তরীণ
0,0,card catalog,কার্ড ক্যাটালগ
0,0,card game,কার্ড খেলা
0,0,card player,কার্ড খেলোয়াড়
0,0,card sharper,কার্ড জোচ্চোর
0,0,card table,কার্ড টেবিল
0,0,card sharp,কার্ড ধারালো
